rating,num_reviews,name,tags,url,ingredients,directions
,,Spinning Driedel,"Angostura bitters,Basil Hayden,Bourbon Whiskey,fig preserve,Hanukkah,holiday cocktails,Holidays & Themes,lemon juice,Pomegranate juice",http://www.drinkoftheweek.com/drink_recipes/spinning-driedel/,,
,,Spring Fling,"club soda,cucumber,lemon,lemon juice,mint,mint leaves,spring,Spring Drinks,Vodka",http://www.drinkoftheweek.com/drink_recipes/spring-fling/,"[(u'1', u'fresh mint leaves', 'cup'), (None, u'2 lemons (sliced into rounds)\n', None), (None, u'1 cucumber (sliced into rounds)\n', None), (u'2', u'vodka', 'cups'), (u'2', u'fresh lemon juice', 'cups'), (u'2', u'club soda', 'cups')]","In a large pitcher combine the sugar, mint lemons and cucumber. Add the vodka and lemon juice and let stand for 30 min. Stir to dissolve the sugar, then chill for another 30 min. When ready to serve add the club soda and serve in rocks glasses filled with ice."
,,"Spin, Spin Sugar","chocolate shavings,Green Creme de Menthe,Vodka,White Creme de Cacao",http://www.drinkoftheweek.com/drink_recipes/spin-spin-sugar/,"[(u'1', u'Vodka', 'oz.'), (u'0.5', u'White Cr\xe8me de Cacao', 'oz'), (u'.05', u'Green Cr\xe8me de Menthe', 'oz'), (None, u'Chocolate shavings', None)]","Mix the Vodka, White Crème de Cacao and Green Crème de Menthe. All ingredients are shaken over ice and strained into a chilled martini glass rimmed with chocolate shavings. "
,,Spider’s Kiss,"green cocktails,grenadine,Halloween,Halloween Drinks,Holidays,lemon,Melon Liqueur,Midori,spooky cocktails,THIS WEEK'S DRINK,Victoria D'Amoto-Moran,Vodka",http://www.drinkoftheweek.com/drink_recipes/spider%e2%80%99s-kiss/,"[(u'1', u'Midori melon liqueur', 'oz'), (u'1', u'vodka', 'oz'), (None, u'Squeeze of fresh Lemon\n', None), (None, u'Grenadine (optional)\n', None), (None, u'Chocolate syrup', None)]","Draw a chocolate web into a cocktail glass. Place in freezer and chill. Shake Midori, vodka, and lemon juice and strain into glass. For a blood effect, drizzle grenadine down the side of the glass. Garnish with a chocolate-dipped orange slice."
,,Spicy Sangre Orange Margarita,"Blood orange juice,brand recipes,Cointreau,jalapeno,lime,margarita,National Margarita Day,PR drinks,Serrano Pepper,Tequila",http://www.drinkoftheweek.com/drink_recipes/spicy-sangre-orange-margarita/,"[(u'1.5-2', u'Peligroso Silver Tequila', 'oz.'), (u'4', u'of blood orange juice', 'oz.'), (u'1', u'Cointreau or triple sec', 'oz.'), (None, u'Lime\n', None), (None, u'1 Jalapeno or Serrano chile', None)]","Muddle 2 slices of Jalapeño or Serrano chile with 2 oz. of Peligroso Silver Tequila in a shaker., Add ice and 4 oz. of blood orange juice (or other juices, such as tangerine or mango), 1 oz. Cointreau or Triple Sec and a 1/2 squeezed fresh lime. Shake well and serve on the rocks in a tumbler."
,,Spiced Tea Holiday Punch,"Add new tag,Cardamom,christmas,cloves,dark rum,festive,Holiday Drinks,holiday punch,holiday punches,Holidays,honey,Hot Drinks,parties,punch,recipe,Red Wine,Rum,spiced tea,tea,vanilla,warm cocktails,warm drinks",http://www.drinkoftheweek.com/drink_recipes/spiced-tea-holiday-punch/,"[(u'3', u'water', 'cups'), (u'1/3', u'honey', 'cup'), (u'\xbc', u'packed brown sugar', 'cup'), (None, u'2 tbs vanilla extract\n', None), (None, u'10 whole cloves\n', None), (None, u'10 cardamom seeds\n', None), (None, u'2 tbs ginger\n', None), (None, u'2 tea bags (black tea)\n', None), (None, u'1 bottle red wine\n', None), (u'\xbc', u'dark rum', 'cup')]","Boil water, honey, sugar, spices and vanilla in a large saucepan, stirring frequently until honey and sugar are dissolved. Remove from heat and add tea bag, steeping for five minutes. Strain it into a bowl and add wine and rum. Can be served hot or cold. If serving it hot, simmer mixture until warm again. If serving cold, chill mixture in refrigerator then serve over ice. Garnish with a cinnamon stick."
,,Spiced Toddy Revolucion,"Allspice Dram,fruit juice,Holidays & Themes,hot cocktails,Hot Drinks,hot toddy,Liqueurs,Maple Syrup,National Hot Toddy Day,orange juice,Tequila,Tequila Revolucion,winter cocktails,winter drinks",http://www.drinkoftheweek.com/drink_recipes/spiced-toddy-revolucion/,,
,,Spirted Punch,"42 BELOW,autumn cocktails,christmas,Domaine de Canton,fall cocktails,fall drinks,Ginger Liqueur,Halloween,Halloween cocktails,Halloween punch,holiday punch,holiday punches,lemon,oolong tea,orange juice,party cocktails,party punch,Rittenhouse,rye,vanilla sugar,Vodka,Whiskey",http://www.drinkoftheweek.com/drink_recipes/spirted-punch/,"[(u'5', u'Rittenhouse 100 Rye', 'oz'), (u'2', u'Domaine de Canton', 'oz'), (u'2', u'42 Below Manuka Honey', 'oz'), (u'14', u'orange oolong tea', 'oz'), (u'1 \xbd', u'vanilla sugar', 'oz'), (u'4', u'fresh orange juice', 'oz'), (u'1', u'lemon juice', 'oz'), (None, u'3 pieces orange peel', None)]","Place sugar in punch bowl. Add orange peel and muddle to release oils. Add tea while still hot to dilute sugar. Add remaining ingredients, stir & finish with large cubes of ice."
,,Spiced Sangria,"holiday cocktails,Holiday Drinks,punch,Remy Martin,sangria,simple syrup,white cranberry juice,White Zinfadel",http://www.drinkoftheweek.com/drink_recipes/spiced-sangria/,"[(None, u'1.5oz Remy VSOP\n', None), (None, u'3oz White Zinfandel\n', None), (None, u'.5oz Spiced Simple Syrup\n', None), (None, u'1oz White Cranberry Juice', None)]",Mix all ingredients together with 2 orange slices squeezed and put in glass. Add a dash of cinnamon and all spice cherries for garnish.
,,Spiced Spiked Cider,"apple cider,christmas,cinnamon stick,Holiday Drinks,Holidays,Hot Drinks,lemon,Rum,spiced rum,THIS WEEK'S DRINK",http://www.drinkoftheweek.com/drink_recipes/spiced-spiked-cider/,"[(u'1', u'Captain Morgan spiced rum', 'part'), (u'3', u'apple cider', 'parts'), (None, u'1 lemon rind\n', None), (None, u'Squeeze of lemon (optional)\n', None), (None, u'Cloves\n', None), (None, u'Cinnamon stick', None)]",Combine in pan bring to boil and serve in a footed mug with cinnamon stick and a garnish of lemon peel.
,,Spiced Rum Toddy,"butter,cinnamon stick,fall drinks,Flor de Cana,hot toddy,Rum,winter cocktails,winter drinks",http://www.drinkoftheweek.com/drink_recipes/spiced-rum-toddy/,,
,,Spiced Pear Toddy,"all spice,anise,apple puree,cinnamon,cinnamon stick,cloves,cocoa powder,holiday cocktails,Hot Drinks,hot water,pear puree,Square One Organic Vodka,THIS WEEK'S DRINK,Vodka",http://www.drinkoftheweek.com/drink_recipes/spiced-pear-toddy/,"[(u'2', u'Square One Organic Vodka', 'oz.'), (u'1', u'Perfect Pur\xe9e Green Apple Puree, thawed', 'oz.'), (u'1', u'Perfect Pur\xe9e Pear Puree, thawed', 'oz.'), (u'1', u'Baking Spice Syrup (see below)', 'oz.'), (u'4', u'hot water', 'oz.'), (None, u'1 cinnamon stick\n', None), (None, u'1 pear wedge, for garnish', None)]","Build all ingredients into mug and stir. Garnish with cinnamon stick and pear wedge. Serve in a tea cup,Baking Spice Syrup:,
1 cup water,
1 tsp. ground cinnamon,
1 tsp. unsweetened cocoa powder,
½ tsp. ground cloves,
½ tsp. ground all spice,
1 whole star anise,In a pot, bring water to boil. Add all spices. Lower temperature and simmer for 3-5 minutes. Remove from stove and pour mixture through strainer into a measuring cup.  Add water to return volume of mixture to 1 cup and return to pot. Add sugar and stir to dissolve. Pour mixture into storage container. Seal and refrigerate. Will keep refrigerated for 3-4 weeks."
,,Sparkling Spring Punch,"Champagne,Cognac,lavender liqueur,maraschino liqueur,Mixology Monday,MxMo,punch,sparkling,Spring Drinks,tangerine",http://www.drinkoftheweek.com/drink_recipes/mixology-monday-xlvii-sparkling-spring-punch/,"[(None, u'4 bottle dry sparkling wine\n', None), (None, u'1 bottle cognac\n', None), (u'1', u'maraschino liqueur', 'cup'), (u'1', u'Loft lavender liqueur', 'cup'), (u'\xbd', u'fresh tangerine juice', 'cup')]","Combine all ingredients in a punch bowl. Fill a bundt pan or large metal bowl with water and fruit slices, then freeze. Use warm water to loosen it, then put the large ice block in your punch bowl. The larger ice will melt more slowly while still keeping your punch cold. Alternatively, you could put ice in the individual serving cups. Optional: Add several dashes of angostura bitters."
,,Sparkling Rye Cocktail,"champagne cocktails,New Year's Eve Cocktails,recipe,red grapefruit,ri(1) rye,rye,sparkling,sparkling wine,THIS WEEK'S DRINK,Whiskey",http://www.drinkoftheweek.com/drink_recipes/sparkling-rye-cocktail/,"[(u'1', u'rye whiskey', 'oz'), (u'\xbd', u'red grapefruit juice', 'oz'), (u'\xbd', u'simple syrup', 'oz'), (None, u'Sparkling wine', None)]","Pour the rye, grapefruit juice and simple syrup into a chilled champagne flute. Then pour in chilled sparkling wine."
,,Sparkling Pineapple,"easter,easter cocktails,easter drinks,fruit juice,lime juice,pineapple juice,Spring cocktails,Spring Drinks,Vodka,VOGA,Voga sparkling wine,Voga Wine",http://www.drinkoftheweek.com/drink_recipes/sparkling-pineapple/,"[(u'2', u'of vodka', 'oz'), (u'4', u'VOGA Sparkling', 'oz'), (None, u'Lime juice from 1 lime\n', None), (None, u'Top with pineapple juice and fresh pineapple', None)]","In a shaker, mix vodka and lime juice.  Pour in glass and top with VOGA Sparkling, pineapple juice and fresh pineapple."
,,Sparkling Peppermint Swirl,"Christmas cocktails,Creme de Menthe,grenadine,Holiday Drinks,sparkling wine,vanilla vodka,Vodka",http://www.drinkoftheweek.com/drink_recipes/sparkling-peppermint-swirl/,"[(u'2 \xbd', u'VOGA Sparkling Wine', 'oz'), (u'1.5', u'Vanilla vodka', 'oz'), (u'1', u'cr\xe8me de menthe liquor', 'oz'), (None, u'Splash of Grenadine', None)]","In a shaker, combine ice, vodka and crème de menthe and grenadine. Stir gently and strain into a chilled martini glass rimmed with crushed candy canes. Top with VOGA Sparkling and garnish with a candy cane."
,,Sparkling Hibiscus Champagne Cocktail,"Champagne,flowers,hibiscus,hibiscus flowers,New Year,prosecco,THIS WEEK'S DRINK,Valentine's Day Cocktails",http://www.drinkoftheweek.com/drink_recipes/sparkling-hibiscus-champagne-cocktail/,"[(None, u'1 wild hibiscus flower\n', None), (None, u'Champagne or prosecco', None)]","Position the hibiscus flower at the bottom of a champagne flute and slowly fill it with your favorite bubbly. As the champagne fizzles, the hibiscus flower will open up and bloom in your glass. Once you drink your bubbly, refill it. Or, just nibble on the edible flower."
,,Spiced Pumpkin,"half and half,Halloween Drinks,Irish cream,Pinnacle Vodka,pumpkin,Pumpkin cocktails,pumpkin vodka,Thanksgiving cocktails",http://www.drinkoftheweek.com/drink_recipes/spiced-pumpkin/,"[(u'2', u'Pinnacle Pumpkin Pie Vodka', 'parts'), (u'1', u'Irish Cream', 'part'), (None, u'Splash Half & Half\n', None)]","Shake with ice, strain into a cinnamon sugar rimmed martini glass, and garnish with a cherry."
,,Spice and Everything Nice Mulled Cider,"allspice,apple cider,christmas,cinnamon,cloves,Holiday Drinks,Holidays,Hot Drinks,lemon,Maker's Mark",http://www.drinkoftheweek.com/drink_recipes/spice-and-everything-nice-mulled-cider-2/,"[(u'1', u'Maker\u2019s Mark bourbon', 'cup'), (u'4', u'apple cider', 'cups'), (None, u'1 thinly-sliced lemon\n', None), (None, u'6 clove\n', None), (u'\xbd', u'ground allspice', 'tsp'), (None, u'2 small sticks of cinnamon', None)]","Combine Maker’s Mark and apple cider. Add lemon, cloves, ground allspice, and cinnamon sticks. Heat to boiling and serve."
,,Sparkling Candy Apple,"apple cider,candy themed drinks,Halloween Drinks,lime juice,simple syrup,Voga sparkling wine,white rum,wine,wine cocktails",http://www.drinkoftheweek.com/drink_recipes/sparkling-candy-apple/,"[(u'1 \xbd', u'White Rum', 'oz'), (u'1', u'Apple cider', 'oz.'), (u'1', u'lime juice', 'tbsp'), (u'1', u'of simple syrup', 'teaspoon'), (u'3', u'VOGA Italia Sparkling Wine', 'oz')]","Shake the rum, the juice and the syrup with cracked ice. Strain into a chilled white wine glass and fill with VOGA Italia Sparkling Wine."
,,Sparkling Dragon,"bitters,Chinese New Year,dragon fruit,fruit,garnish,Holidays & Themes,ice,Peychaud's bitters,Purity Vodka,sparkling water,Vodka",http://www.drinkoftheweek.com/drink_recipes/sparkling-dragon/,,
,,Sparkling Black Cherry Cooler,"Black Cherry,cranberry juice,maraschino cherry,seltzer,Vodka",http://www.drinkoftheweek.com/drink_recipes/sparkling-black-cherry-cooler/,"[(u'2', u'EFFEN\xae Black Cherry Vodka', 'parts'), (u'2', u'Fresh Lemon Sour', 'parts'), (u'1', u'Cranberry Juice', 'part'), (None, u'3 Maraschino Cherries\n', None), (u'3', u'Seltzer', 'parts')]","Combine ingredients except for seltzer in a tall glass and stir very well,Pour over ice and top with seltzer – then stir again"
,,Spice Night,"allspice,Apple,carrot,carrot juice,christmas,ginger,ginger juice,Holiday Drinks,lemon,lemon juice,Maple Syrup,Mount Gay Rum,recipe,Rum",http://www.drinkoftheweek.com/drink_recipes/spice-night/,"[(u'1 \xbd', u'Mount Gay Eclipse gold rum', 'oz'), (u'1 \xbd', u'scented apple juice*', 'oz'), (u'\xbd', u'fresh carrot juice', 'oz'), (u'\xbc', u'fresh lemon juice', 'oz'), (u'\xbc', u'maple syrup', 'oz'), (u'One', u'fresh ginger juice**', 'teaspoon'), (None, u'Garnish: 3 whole allspice pods\n', None), (None, u'Glass: cocktail/martini glass', None)]","Place all ingredients in cocktail shaker. Add ice and shake vigorously. Strain into chilled cocktail glass. Garnish with whole allspice pods (they will float atop cocktail).,* Scented apple juice,
Overnight, combine 3-4 whole allspice pods with one cracked cinnamon stick to 2 cups of apple juice. Refrigerate.,**Ginger juice,
If fresh ginger juice is not available it can be ordered at gingerpeople.com."
,,Spanish Coffee,"Brandy,coffee,coffee drinks,coffee liqueur,Cognac,Hot Drinks,Kahlua,whipped cream",http://www.drinkoftheweek.com/drink_recipes/spanish-coffee-2/,"[(u'1', u'cognac or brandy', 'oz'), (u'1', u'Kahl\xfaa', 'oz'), (None, u'Fill with strong coffee\n', None), (None, u'Whipped cream on top (optional)', None)]",Serve in a large espresso glass or footed mug.
,,Sour Witch,"absinthe,almond syrup,champage cocktail,Champagne,Halloween cocktails,Jonathan Pogash,lime,Lucid Absinthe,sour cherries,sparkling wine",http://www.drinkoftheweek.com/drink_recipes/sour-witch/,"[(u'1 \xbd', u'Lucid absinthe', 'oz'), (u'\xbe', u'almond syrup', 'oz'), (u'\xbd', u'fresh lime juice', 'oz'), (None, u'3 or 4 pitted sour cherries\n', None), (None, u'Sparkling wine or Champagne', None)]","In the bottom of a mixing glass, muddle the sour cherries in the lime juice and almond syrup.  Add the Lucid with ice and shake very well. Strain into a chilled champagne flute. Top with sparkling wine or champagne. Garnish: freshly-grated nutmeg."
,,Soul Martini,"chocolate,Creme de Cacao,dessert cocktails,ketel one,Mardi Gras Cocktails,martini,sweet drinks,Vodka",http://www.drinkoftheweek.com/drink_recipes/soul/,"[(u'3', u'Ketel One vodka', 'ounces'), (u'\xbd', u'white cr\xe8me de cacao', 'ounce'), (None, u'Powered chocolate', None)]","Soul Straight Up: Combine the Vodka and Creme de Cacao in a shaker filled with ice, shake and strain into a martini glass.,Soul on the Rocks: Combine the vodka and crème de cacao in a shaker, stir and pour into a rocks glass coated filled with ice (coat the rim of the rocks glass in chocolate). To coat the rim of martini glass or rocks glass with Chocolate, dip the rim in powdered chocolate."
,,Sorrento in Red,"Campari,christmas,Holiday Drinks,Holidays,lime juice,Limoncello,orange bitters,tangerine juice",http://www.drinkoftheweek.com/drink_recipes/sorrento-in-red/,"[(u'1 \xbd', u'Campari', 'oz'), (u'1', u'limoncello', 'oz'), (None, u'Splash of tangerine juice\n', None), (None, u'Splash of lime juice\n', None), (None, u'Dash of orange bitters', None)]",Pour ingredients over ice into a shaker. Shake and strain ingredients over ice into stemmed wine glass. No garnish.
,,Snowball,"Anise Liqueur,christmas,cream,Gin,holiday cocktails",http://www.drinkoftheweek.com/drink_recipes/snowball-2/,"[(u'1 \xbd', u'gin', 'oz'), (u'\xbd', u'anise liqueur', 'oz'), (u'\xbd', u'cream', 'oz')]","In a mixer with ice, shake ingredients well. Serve in a chilled cocktail glass."
,,Something Blue,"cranberry juice,lemon lime soda,mint leaves,raspberry juice,royal wedding,silver tequila",http://www.drinkoftheweek.com/drink_recipes/something-blue/,,
,,Snow Cap,"ABSOLUT vanilla,Absolut vodka,Holiday Drinks,Holidays & Themes,Hot chocolate,Hot Drinks,Kahlua,Liqueurs,winter drinks",http://www.drinkoftheweek.com/drink_recipes/snow-cap/,,
,,Smitten Pears,"Absolut Pears,cranberry vodka,fruit,ginger,honey syrup,lemon juice,Plum,Valentine's Day,Valentine's Day Cocktails,Vodka",http://www.drinkoftheweek.com/drink_recipes/smitten-pears/,"[(u'2 \xbd', u'Absolut Pears pear vodka', 'parts'), (u'\xbd', u'diced plum', 'part'), (u'\xbe', u'honey syrup', 'parts'), (u'\xbd', u'fresh lemon juice', 'part'), (None, u'3 slices of fresh ginger', None)]","Muddle the plum and ginger together. Add pear vodka, honey syrup, a squeeze of lemon and ice. Shake and strain into martini glass."
,,Smoky Martini,"blue cheese,dry vermouth,Father's Day Drinks,glenlivet,Grey Goose,martini,Nolly Pratt,olive,pepperoni,scotch,Vodka,whisky",http://www.drinkoftheweek.com/drink_recipes/smoky-martini/,"[(u'3', u'Grey Goose vodka', 'oz'), (None, u'Splash 18-year-old Glenlivet scotch\n', None), (None, u'Splash Nolly Pratt dry vermouth', None)]",Combine is a shaker with ice. Shake well and strain into a chilled cocktail glass. Garnish with a blue cheese stuffed olive and a pepperoni.
,,Smoke & Spice,"Celery Puree,Mango Puree,Mezcal,sour mix,THIS WEEK'S DRINK",http://www.drinkoftheweek.com/drink_recipes/smoke-spice/,"[(u'2', u'Scorpion Silver Mezcal', 'oz.'), (u'3/4', u'Celery Puree', 'oz.'), (u'3/4', u'Fresh Mango Puree', 'oz.'), (u'1/2', u'Chili infused sour mix', 'oz.')]","Combine all ingredients into a Boston style shaker, add ice, shake, then strain into a martini glass.,
Finally garnish with a cucumber stick."
,,Smoked Peach Ice Tea,"Earl Grey tea,fruit,Herradura,Herradura Reposado,Mezcal,peach,peach juice,simple syrup,tea,Tequila",http://www.drinkoftheweek.com/drink_recipes/smoked-peach-ice-tea/,,
,,Smashing Pumpkin Martini,"almond liqueur,Amaretto,autumn cocktails,Bols,cinnamon vodka,fall cocktails,fall drinks,Felix Albano,Fifty Seven Fifty,Halloween,pumpkin,pumpkin seeds,pumpkin spice,Stoli,Thanksgiving cocktails,Vodka",http://www.drinkoftheweek.com/drink_recipes/smashing-pumpkin-martini/,"[(u'3', u'spiced pumpkin vodka', 'oz'), (u'1', u'amaretto bitters', 'oz'), (None, u'Toasted pumpkin seeds for garnish', None)]",Combine ingredients in a shaker with ice. Stir gently and strain into a chilled cocktail glass. A good substitute for the infused vodka is ½ oz of Stoli cinnamon vodka & ½ oz of Bols Pumpkin Smash liqueur.
,,Sleepy Hollow Fizz,"151,demerara rum,egg yolk,El Dorado,Flor de Cana,Halloween,Holidays,lemon,Maple Syrup,pumpkin,recipe,Rum,sparkling",http://www.drinkoftheweek.com/drink_recipes/sleepy-hollow-fizz/,"[(u'1 \xbd', u'Flor de Ca\xf1a 7-year-old rum', 'oz'), (u'\xbd', u'El Dorado 151 proof demerara rum', 'oz'), (u'\xbd', u'fresh lemon juice', 'oz'), (u'\xbd', u'maple syrup', 'oz'), (None, u'2 bar spoons pumpkin pur\xe9e\n', None), (None, u'1 egg yolk\n', None), (None, u'Club soda', None)]","Dry shake, shake with 3 ice cubes and strain into a tall glass. Top with club soda. No garnish.,Pumpkin purée:,Take one 15 oz can of Libby’s 100% pure pumpkin, add 1 tsp of ground cinnamon, ½ tsp of ground ginger, ¼ tsp of ground cloves and 15 oz of simple syrup and blend it all together in a blender or Cuisinart. Store in the fridge."
,,Smashed Pumpkin,"almond liqueur,Cinnamon Schnapps,heavy cream,Holidays,pumpkin pie filling,Thanksgiving cocktails",http://www.drinkoftheweek.com/drink_recipes/smashed-pumpkin/,"[(u'1', u'Wild Turkey 101', 'oz'), (u'\xbc', u'almond liqueur', 'oz'), (u'\xbc', u'cinnamon schnapps', 'oz'), (u'2', u'pumpkin pie filling', 'oz'), (u'\xbd', u'heavy cream', 'oz')]",Purée or froth pumpkin pie filling with heavy cream. Mix with other ingredients in a shaker with ice. Shake well and strain into a martini glass. Rim with crumbled graham crackers and a cinnamon stick; top with a dash of cinnamon or nutmeg.
,,Sleepy Hollow Fizz,"club soda,Death & Co,egg yolk,El Dorado,Fall,fizz,Flor de Cana,Halloween,Holidays,July 4th Drinks,lemon,Maple Syrup,October,pumpkin,recipe,Rum,sparkling,THIS WEEK'S DRINK",http://www.drinkoftheweek.com/drink_recipes/4136/,"[(u'1 \xbd', u'Flor de Ca\xf1a 7-year-old rum', 'oz'), (u'\xbd', u'El Dorado 151 proof demerara rum', 'oz'), (u'\xbd', u'fresh lemon juice', 'oz'), (u'\xbd', u'maple syrup', 'oz'), (None, u'2 bar spoon pumpkin puree\n', None), (None, u'1 egg yolk\n', None), (None, u'Top club soda', None)]","Dry shake, shake with 3 ice cubes and strain into a fizz glass. ,*Pumpkin purée:,Take one 15 oz can of Libby’s 100% pure pumpkin, add 1 tsp of ground cinnamon, ½ tsp of ground ginger, 1/4 tsp of ground cloves and 15 oz of simple syrup and blend it all together in a blender or Cuisinart. Store in the fridge."
,,Sleigh,"Christmas cocktails,Christmas Drinks,cinnamon,holiday cocktails,Holidays & Themes,ice,Irish cream,Pomegranate juice,Sobieski Vodka,Vodka",http://www.drinkoftheweek.com/drink_recipes/sleigh/,,
,,Skyy Infusions Pineapple Product Release,"Add new tag,guava,Hawaiian cocktails,infused vodka,pineapple,pineapple vodka,recipe,Sky Infusions,SKYY,tiki cocktails,Vodka",http://www.drinkoftheweek.com/drink_recipes/skyy-infusions-pineapple/,"[(u'1 \xbd', u'Skyy Vodka Infusions Pineapple', 'parts'), (u'1 \xbd', u'fresh squeezed orange juice', 'parts'), (u'1', u'guava puree', 'part')]","In an ice filled shaker combine all ingredients, shake and strain into ice fill scorpion bowl. Garnish with a floating orchid and pineapple."
,,SKYY Violet,"angostura,Angostura bitters,creme de violette,orange bitters,Skyy vodka,sparkling wine,Valentine's Day Cocktails,Vodka",http://www.drinkoftheweek.com/drink_recipes/skyy-violet/,"[(u'1 \xbd', u'Skyy vodka', 'oz'), (u'\xbe', u'cr\xe8me de violette', 'oz'), (u'3', u'dry sparkling wine (such as Drusian prosecco)', 'oz'), (u'3', u'Fee Brothers or angostura orange bitters', 'dashes')]","Stir Skyy vodka, orange bitters and creme de violette with ice. Strain into champagne coup or flute and top with prosecco. Top with zest of an orange and garnish with orange twist."
,,Skyyscraper,"Blue Curaco,citrus,citrus vodka,City Bar,collins,flavored vodka,lemon,lemonade,SKYY,Vodka",http://www.drinkoftheweek.com/drink_recipes/skyyscaper/,"[(u'1 \xbd', u'Skyy Citrus vodka', 'oz'), (u'\xbd', u'blue cura\xe7ao', 'oz'), (None, u'lemonade', None)]",Fill a collins glass with ice add Vodka. Fill with lemonade and float the blue curaçao on top.
,,Skinny Mini,"Crystal Light,diet,low-calorie,orange,raspberry,recipe,Spring cocktails,Spring Drinks,Vodka,weight loss",http://www.drinkoftheweek.com/drink_recipes/skinny-mini/,"[(u'1', u'of Svedka vodka', 'cup'), (u'1.5', u'of Crystal Light, Orange Sunrise flavor', 'cups'), (u'.5', u'fresh raspberries', 'cup'), (u'.5', u'fresh oranges', 'cup'), (None, u'Ice, crushed', None)]","Blend together vodka, crystal light, fruit and ice. Pour into tall glass. Add fruit to garnish. Sip and Enjoy!,Makes 6-8 cocktails, 150 calories, 6 g of carb, 2 g of fiber per drink!"
,,Skinny Santa,"Christmas cocktails,Christmas Drinks,club soda,cranberry juice,fruit juice,holiday cocktails,Holiday Drinks,Holidays & Themes,Vodka,Voli Vodka",http://www.drinkoftheweek.com/drink_recipes/skinny-santa/,"[(u'1 1/2', u'Voli Lemon', 'oz'), (u'2', u'cranberry juice', 'oz'), (None, u'Splash of club soda', None)]","Build in a tall glass filled with ice. Stir.,APPROX CALORIES: 100"
,,Silver Screen Punch,"Academy Awards,Champagne,ginger,hollywood,Oscar cocktails,pineapple,pineapple juice,pink lemonade,punch,strawberries,Vodka",http://www.drinkoftheweek.com/drink_recipes/silver-screen-punch/,"[(None, u'1 (6 oz) can pink lemonade concentrate, partially thawed\n', None), (u'8', u'pineapple juice', 'oz'), (u'1', u'frozen strawberries', 'cup'), (u'\xbd', u'grated ginger', 'tsp'), (u'1', u'vodka', 'cup'), (None, u'1 bottle Moet & Chandon\n', None), (None, u'1 pineapple, cut into rings and frozen', None)]","In a blender, combine pink lemonade concentrate, pineapple juice, strawberries, and ginger. Blend until smooth. Pour into a punch bowl. Add vodka and stir to combine. Just before serving, pour in Moet & Chandon. Add frozen pineapple rings."
,,Skinny Spiked Cider,"cider,club soda,fruit,ginger ale,ice,orange,simple cocktails,Vodka,Voli Vodka",http://www.drinkoftheweek.com/drink_recipes/skinny-spiked-cider/,"[(u'2', u'Voli Orange Vanilla', 'oz'), (None, u'Ginger Ale\n', None), (None, u'Orange wheel, garnish', None)]",Build in a tall glass filled with ice. Stir.
,,Singapore Sling,"Brandy,Cherry Brandy,Cherry Liqueur,club soda,Gin,lemon juice,soda,sugar",http://www.drinkoftheweek.com/drink_recipes/singapore-sling/,"[(u'1 \xbd', u'gin', 'oz'), (u'\xbe', u'cherry liqueur or cherry brandy', 'oz'), (u'\xbd', u'lemon juice', 'oz'), (None, u'Club soda\n', None), (None, u'Sugar', None)]","Combine gin, lemon juice, and sugar in a shaker with ice. Shake well. Strain into a chilled collins glass filled with ice. Fill with soda and float the cherry liqueur/brandy on top."
,,Silent Night,"christmas,Christmas cocktails,coffee,coffee drinks,cream,creamy cocktails,flavored vodka,Hawaiian cocktails,Holiday Drinks,Holidays,Hot Drinks,Kona Coffee Vodka,macadamia nut syrup,martini,smirnoff,Vodka,warm drinks",http://www.drinkoftheweek.com/drink_recipes/smirnoff-silent-night/,"[(u'1 \xbd', u'kona coffee-infused Smirnoff vodka', 'oz'), (u'1 \xbd', u'macadamia nut syrup', 'oz'), (u'1', u'heavy cream', 'oz')]",Shake all ingredients and strain into a martini glass. Garnish with 3 kona coffee beans.
,,Skelleton,"club soda,Halloween,Halloween Drinks,Liqueurs,Marie Brizard White Cocoa Liqueur,Vodka,white creme de cocoa",http://www.drinkoftheweek.com/drink_recipes/skelleton/,,
,,Sidra de la Mula (Apple Cider Mule),"Angostura bitters,Cinco de Mayo,Cinco de Mayo cocktails,lemon,lemon slice,Sidral Mundet,Tequila,tequila blanco",http://www.drinkoftheweek.com/drink_recipes/sidra-de-la-mula-apple-cider-mule/,,
,,Sidecar,"Brandy,classic cocktails,Cognac,Cointreau,lemon juice,sidecar",http://www.drinkoftheweek.com/drink_recipes/sidecar/,"[(u'1 \xbd', u'VS or VSOP cognac', 'oz'), (u'\xbe', u'cointreau', 'oz'), (u'\xbe', u'fresh lemon juice', 'oz')]",
,,Shrinking Violet Champagne Cocktail,"Champagne,champagne cocktails,creme de violette,New Year's Eve Cocktails,romantic cocktails,sparkling wine,THIS WEEK'S DRINK,wedding cocktails",http://www.drinkoftheweek.com/drink_recipes/shrinking-violet-champagne-cocktail/,"[(u'1', u'cr\xe8me de violette', 'oz.'), (None, u'Champagne', None)]","Pour the crème de violette in a champagne flute and top off with sparkling wine. Garnish with an edible flower like pansy, violet, or viola."
